text,complexity,taboo_word_0,taboo_word_1,taboo_word_2,taboo_word_3,taboo_word_4,taboo_word_5,taboo_word_6,taboo_word_7,taboo_word_8,taboo_word_9
پدرم در اومد,2,خارج,استخراج,رویداد,درآمد,حضور,شغل,بیرون آمدن,کار,وقتی,جمعه
بمب شیمیایی,2,سلاح,نابودگر,مواد,سمی,جنگ,هرمونی,آلودگی,تخریب,مخرب,محیط زیست
جعبه نخ و سوزن,2,دوخت,بافت,سوزن,ابر و باد,نخ,چرخ خیاطی,باور,پارچه,دست دوز,گل‌دوزی
نَخ کِش,2,کشیدن,کشش,شکم,حس می‌کنید,درد,جوشانده,پزشک,نرمی,بخیه,نخ
لباس کار,2,کارگری,پوشاک,پوشیدن,محصولات صنعتی,تعمیر,عملیات,ایمنی,مکانیک,کارگاه,کتانی
لنگه کفش,2,پاپوش,جفت,پای,مدل,پوشیدنی,زیر پا,دوران کودکی,فصل زمستان,فوتبال,فروشگاه
هفت قلم ارایش,2,مکانیسم زیبایی,مداد چشم,رژ لب,پودر صورت,برس آرایشی,سایه چشم,خط چشم,کرم بیس,صورت,تزئین
چارقد,3,روسری,زنان,پوشیدنی,محلی,اصطلاح,لباس,سنتی,زیبا,پیشانی,فرهنگ
بچه سوسول,2,فانتزی,نرم,زودخشم,شخصیت کودکانه,خودخواهی,لوس,ساده‌لوح,بی‌تجربه,دغدغه‌مند,تاخیر در بزرگ شدن
نیمه راه,2,پیشرفت,مسیر,نیمه,انجام,قطع,توقف,پیش,سفر,هدف,حرکت
آسمان خراش,2,ساختمان,بلند,شهر,معماری,فناوری,رسانه,رنگین,مساحت,نقشه,دیده‌بان
گلاب به روت,2,عذرخواهی,شرمنده,ناراحتی,حالت,پوزش,خجالت,پشیمانی,احساس,اشک,غم
پلی استیشن,3,کنسول,بازی,سونی,ویدیو,کنترلر,گیم,انحصاری,تفریح,تنها,دسته
جا خودکاری رومیزی,3,نوشتن,دفترچه,مداد,جمع کردن,اندازه,پایه,محل نگهداری,کار,به دست آوردن,دست
میوه تزئینی,2,زینتی,خوراکی,دسر,سالن,دکوراسیون,چیدمان,ظاهر,شیرینی,تزیین,رنگارنگ
آسفالت,1,جاده,موزائیک,ساخت,سطح,جلوگیری,حرکت,خودرو,کف,راه,مستحکم
کفش راحتی,2,پاپوش,نرم,پیاده‌روی,مناسب,آسایش,زیرپایی,مدروز,قیمت مناسب,کفش ورزشی,پشتیبانی
چادر عربی,2,لباس,پوشش,سنتی,نزدیکی,خانواده,مسلمان,زنانه,جلب توجه,سایه,مناسبت
سردوش حمام,2,آب,دوش,حمام,شستشو,شیر,گرما,صابون,سر,پاکیزگی,سرفه
دسته بیل,2,ابزار,کار,کشاورزی,گودال,خاک,کشیدن,خودرو,باغبانی,تاسیسات,وزن
ریل راه آهن,2,قطار,سکو,مسیر,حرکت,هماهنگی,ایستگاه,پیمودن,گذرگاه,حمل‌ونقل,شرکت راه‌آهن
گواهی نامه,2,مدرک,رانندگی,اجازه,سازمان,تایید,شخصی,گذراندن,آزمون,قوانین,معتبر
کارت ملی,2,شناسنامه,مدرک,شناسایی,احراز هویت,سرویس,اطلاعات,دولت,سکونت,هویت,کد ملی
کارت هدیه,2,پول,خرید,جشن,کادو,هدیه,پیشنهاد,الکترونیکی,فروشگاه,تجارت,اعتبار
انگشتر بدلی,2,زیورآلات,طلا,جواهر,قیمتی,مد,فریب,خرید,هدیه,زینت,پلاستیکی
تکرار مکررات,2,تکرار,دوباره,یکسان,تجدید,مرتب,شبیه,توالی,کپی,بازنواختن,کاملاً مشابه
عهد اخوت,3,دوستی,پیمان,محبت,اتحاد,عهد,بستری,باور,تعهد,همپیمان,هزینه
پتو دو نفره,2,خواب,سرد,تنها,نوازش,گرما,پوشش,شب,استراحت,دو نفره,کاهش دما
شهر شام,2,سوریه,جنگ,پایتخت,قدیم,آشپزی,بازار,رودخانه,تاریخی,کوه,معمار
آبگرمکن خورشیدی,3,انرژی,خورشید,گرما,حرارتی,دستگاه,جریان,چرخش,مخزن,فناوری,تعمیر
لباس مرد عنکبوتی,3,سوپر قهرمان,ظاهر,دستکش,قهرمانی,فیلم,شخصیت,طراحی,نقاب,شگفت انگیز,پیشرفته
ستاره سربی,2,نجوم,فضا,خواب,درخشان,قمر,بزرگ,شهاب,کائنات,کهکشان,نور
آلاچیق,2,چادر,تفرجگاه,محل استراحت,باغ,فضای باز,سایه,پناهگاه,نشستن,طبیعت,خانواده
منبع آب,2,چشمه,دریاچه,آب,نهر,منابع,آبگیر,طبیعی,زندگی,پمپ,تشنگی
لوله خودکار,2,نوک,نوشتن,مداد,کاربردی,کتاب,دفتری,خودکار,متن,کاغذ,زمان
گوسفند قربانی,2,ذبح,عید قربانی,گوشت,مذهب,آئین,قصاب,فدای,دینی,عید قربانی,طعام
دِمُدِه,2,مو,زیبایی,آرایش,شینیون,مد,استایل,تغییر,کوتاه,بلند,حالت
سیم‌پیچ,2,الکتریسیته,موتور,سیم,حرارت,انرژی,حلقه,میدان مغناطیسی,تبدیل,مقاومت,فیزیک
پر و پیمون,2,پر,بزرگ,جثه,حجم,حالت,چاق,قوت,ریز,معماری,ظاهر
ندید پدید,2,پنهان,غیبت,مخفی,ناشناس,ناپدید,نامرئی,تاری,عجیب,سایه,رؤیا
بشمر سه,2,عدد,محاسبه,جمع,محاسبه‌گر,آمار,تصویر,مجموعه,بیشتر,کمتر,حساب
سیم خاردار,2,حصار,خودرو,محافظت,خاردار,ممنوع,مرز,زندان,سلاح,انزوا,اقدام
عکس سیاه و سفید,2,عکس,دو رنگ,تصویر,قسمت,سایه,نور,کنتراست,دوربین,هنر,قدیمی
خفه خون,2,سکوت,احساسات,نگرش,تنهایی,تجربه,عاطفی,سرکوب,فشار,جسارت,فریاد
ماشین شارژی,2,برق,بازی,کودک,حرکت,چرخ,بخش تنظیم,شارژ,کنترل از راه دور,تفریح,اسباب بازی
کلاه حصیری,2,آفتاب,تابستان,محافظت,جزیره,ساحل,جلوه,سبک,نساجی,تهویه,دفع نور
دمپایی جلو بسته,3,پاپوش,کفش,عروسی,راحتی,صندل,لباس خواب,پوشیدنی,خود خانه,کاربری روزمره,چرم
پیراهن جین,2,پارچه,مد,فصل تابستان,دکمه,رنگ آبی,پوشاک,شیک,حالت کشی,شلوار,براق
حال زار,3,مریض,غمگین,ضعف,خستگی,ناامیدی,سختی,اضطراب,ناراحتی,درد,افسردگی
کفن و دفن,1,مرگ,تدفین,جنازه,تشییع,خاکسپاری,قبر,جنازه‌دار,اندودن,گذشتن,پیکر
نیمکت شکسته,2,وسایل پارک,نشستن,پارک,چوب,فرو رفته,دردسر,خراب,برخورد,استراحت,قدیمی
فن کویل,3,سیستم تهویه,گرمایش,سرمایش,پانل حرارتی,هوا,دستگاه,متصل به لوله,داخل ساختمان,جریان هوا,کنترل دما
ستاد اسکان,2,اجاره,مسکن موقت,خوابگاه,فرار,کمپ,نصب,غیرمجاز,مأموریت,مجاورت,مناطق آسیب‌دیده
منشور اخلاقی,2,اخلاق,ارزش‌ها,قواعد,رفتار,اصول,نگرش,هدایت,تعهد,سزاوار,فلسفه
موعد مقرر,2,تاریخ,برنامه,زمان,قرار,مصاحبه,تعهد,جلسه,دولت,وظیفه,انتظار
جعبه موسیقی,2,نوا,آهنگ,صوتی,بازیچه,دستگاه,حس و حال,تزئینی,مکعب,تولید صدا,چرخش
جک خودرو,2,بالابر,مکانیکی,خودرو,تعمیرگاه,پنچر,چرخ,پایه,فشار,عملیات,ابزار
مادرزن سلام,2,زن,شوهر,خانواده,مادر,عروس,همسر,پدرزن,ملاقات,محبت,تعهد
به ضرس قاطع,3,قاطعیت,نظریه,قطعنامه,حتمی,بی‌تردید,تأیید,اصول,مطمئن,فطری,اجباری
مانتو جلو باز ,2,لباس,زنان,مد,فصل تابستان,پوشاک,کوتاه,پیراهن,استایل,طرح,زیبایی
فردین بازی ,1,تئاتر,بازیگر,شخصیت,نمایش,نیازمند,فیلم,شادی,خلق,اجتماع,سکوت
گنج قارون,3,ثروت,پول,دفینه,خزانه,تاریخی,شگفتی,گنجینه,مخفی,کشف,افسانه
چوب خدا,1,عصا,قدرت,مذهب,تنبیه,مؤمن,مقدس,سزا,نشانه,سختی,ايمان
نماز جعفر طیار ,2,نماز,دعا,مؤمن,عبادت,روز,شب,خدا,راهنما,قرآن,اجابت
گاز نجیب,3,مواد شیمیایی,گاز,آلودگی,دی اکسید کربن,سختی,ناخالصی,محیط زیست,کنترل,فشرده,فیزیک
خونه خاله ,1,عمو,خانواده,مادر,مهمانی,باکیفیت,محیط,نزدیک,دوست,شیرینی,جا
بهار آزادی ,3,انقلاب,ایران,خرداد,مردم,آزادی,قیام,شعار,تغییر,انسانیت,عدالت
پشتش گرمه,2,حرارت,آتش,گرما,بخار,خورشید,تابستان,فصل,دما,تپش,خال
شلوار جین پاره,3,مد,پارگی,لباس,شلوار,فشن,کژوال,خنک,استایل,ظاهر,تنی
تریلی,1,خودرو,حمل و نقل,بار,جاده,کامیون,مسافت,چرخ,ماشین بزرگ,حمل بار,باربری
پرده حمام,2,آب,حمام,پوشش,مخصوص,شستشو,پارچه,پرهیز,خصوصی,فضا,نصب
تنگ غروب,3,غروب,وین,آب,طبیعت,خورشید,دریا,سکوت,سایه,رنگ,عکس
لیلی ومجنون ,1,عشق,فراق,شعر,قصه,عاشق,مجنون,شهرستان,دلدادگی,بنفشه,درد
خیال خام ,3,رویا,وهم,توهم,چشم‌انداز,آرزو,فانتزی,تصور,بازی ذهنی,تصورات,خطا
برد برد ,3,مسابقه,پیروزی,حریف,جایزه,اقدام,تیمی,استراتژی,رقابت,گروه,مقابله
گوی برفی,2,جادو,زنگوله,زمستان,برف,نقل و نبات,تلنگر,شگفت‌انگیز,شیشه‌ای,سحر,تزیینی
گاز پاک کن,2,تمیز کردن,محلول,سفید کننده,شستشو,زرد,لکه,پاکیزگی,لوازم خانگی,ظروف,اسپری
واکس مو,2,حالت دهنده,محصول زیبایی,مو,چسبناک,درخشش,استایل,شکل دهی,سرگرمی,آرایش,نگهداری
شیشه ضد گلوله,2,محافظ,شکست ناپذیر,حفاظت,گلوله,تجهیزات امنیتی,پنجره,سلاح,ایمنی,مقاوم,کاربرد
مادر مرده,1,وفات,خانواده,غصه,یاد,عزیز,جنازه,محبت,خاکسپاری,عاطفه,گریه
اشتباه لپی,1,خطا,گاف,سوتی,اشتباه,زبان,بگو غلط,تصحیح,سنجش,بی دقتی,حواس پرتی
تو رو سننه,3,آبگوشت,نشاسته,خواب,گلابی,پلو,خورشت,عروسی,مقدس,غذا,دوستی
جعبه سیاه هواپیما,3,پرواز,هواپیما,سقوط,اطلاعات,ثبت,فنی,حادثه,تحقیقات,مسیریاب,سیستم
سیم بکسل,3,کشیدن,وزن,قلاب,محموله,محکم,جرثقیل,سازه,بازوی مکانیکی,تجهيزات,نقل و انتقال
پره,2,بادکنک,مسابقه,پرواز,هواپیما,تجربه,آسمان,پرنده,شگفت‌انگیز,جشنواره,سرگرمی
قفل هوشمند,3,امنیت,دستگاه,گوشی,کنترل,دسترسی,تکنولوژی,قفل,اتاق,خودکار,نرم‌افزار
دیوار به دیوار,1,جدا,همسایه,نسبت,محیط,فاصله,عایق,آشتمی,تاریکی,پیوند,نقشه
سبیل مصنوعی,2,مو,صورت,آرایش,پوشیدنی,کمدی,تقلید,زن,مرد,نمایش,کاراکتر
الکترود,3,جریان,مقاومت,فلز,سیم,باتری,پالس,دستگاه,واحد,اتصال,کمیت
آینه محدب,3,محدب,تصویر,نور,پرتو,بازتاب,شکل,نیمکره,میدان دید,چشم,عکس
آینه مقعر,2,آینه,مقعر,میدان,انعکاس,نور,عدسی,خودآب,کانونی,منشوری,قوس
میخ زنگ زده,2,زنگار,فلز,سخت,نگه‌داری,کهنه,خاکی,ضد زنگ,چکش,پوسیده,کاربرد
دیوار حاشا,1,محافظت,پنهان,مرز,محدودیت,راز,محافظ,دفاعی,تصور,پوشش,فاصله
قانون جنگل,1,حکومت,قوه قضائیه,اختیار,اجبار,عدالت,غیررسمی,هزینه,تبعیض,خشونت,بقایای اجتماعی
بازار مکاره,3,خریدار,فروشنده,تجارت,معامله,رقابت,محصول,بازرگانی,قیمت,محل,تعاملی
سواری گرفتن,2,ماشین,رانندگی,مسیر,پاسخ,تردد,سفر,کمک,نقل و انتقال,سرنشین,سوار
دستت طلا,2,مقنی,هنر,زیبا,ساخت,خلاقیت,رسمی,دست,کارگشایی,دیگر,مهر
آب زیر پوست رفتن,3,نگران,احساس,درد,اضطراب,تنش,پنهان,تاثیر,نگاهی,مخفی,هیجان
عاشق سینه چاک,3,محبت,فدایی,درد دل,عشق,عاشقانه,فداکاری,احساسات,تقدیس,دلدادگی,گدایی عشق
علامه دهر,2,فلاسفه,اندیشمند,تفکر,تاریخ,حکمت,شناخت,تحلیل,روشنفکری,نظریه,علم
تریپ لاو,2,احساسات,عشق,رمانتیک,گشت و گذار,دوستی,هیجان,سفر,خاطرات,عطش,عاشقانه
زلم زیمبو,2,موسیقی,رقص,آفریقا,محل,جشن,هنر,گروه,سنتی,جنبش,وزن
شوخی دستی,1,طنز,بازی,دست,خنده,مزاح,شکستن,حرکت,تقلب,خلاقیت,دلقک
بچه کف بازار,3,بازار,کف,تجارت,خرید,فروشنده,محصولات,جوان,کسب و کار,فعالیت,پول
پا در میانی,1,وسط,بین,میانگین,تقسیم,فاصله,نقطه,محل,موقعیت,جدول,مرکز
از ما بهترون,1,متکبر,خودخواه,برتر,عالی,برنده,افسوس,فخر,تحقیر,خود را از دیگران جدا کردن,عجیب و غریب
دهن کجی,1,تحقیر,بی احترامی,مسخره کردن,خنده,تنفر,خودپسندی,تاکید,چشم و هم چشمی,دست انداختن,دور زدن
دل گنده,3,بخشنده,سخاوتمند,عاطفی,احساساتی,مهربان,دوست,محبت,فداکاری,نجات دادن,داوطلبانه
جواب سر بالا,1,توجیه,پاسخ,انکار,امتناع,سوالی,واقعیت,شما,دلیل,اشاره,درک
یک سر و هزار سودا,2,قضاوت,چشم انداز,آرزو,هیجان,رسیدن,فکر,دست یافتن,تنوع,توجه,تجربه
تف تو این شانس,1,فرصت,کسر,پیشنهاد,شانس,تلاش,بازی,اتفاق,پیشرفت,رونق,خواب
لای پر قو بزرگ شدن,1,نرمی,آرامش,خواب,پر,احساس,محافظت,راحتی,آشیانه,کوچک,عاطفه
تشک فنری,2,خواب,نرمی,محصول,راحتی,فشار,نی,سازماندهی,هتل,فراهم کردن,استراحت
پانچو,3,لباس,بارانی,گرم,پوشاک,فصل باران,خودرو,پرهیز از آب,کت,چادر,پوشیدنی
کارت سوخت,2,بنزین,خودرو,شارژ,پمپ,سوخت,کارت,قیمت,دولت,توزیع,استفاده
زهر هلاهل,3,سم,مرگ,مسمومیت,تسمه,جنگل,سوزاندن,نیش,زهر,خطرناک,جلوگیری
سگ صاحبشو نمی شناسه,3,حیوان خانگی,وفاداری,مستقل,جستجو,اعتماد,آزادی,آدم‌ها,تعامل,خودمختاری,محبت
